date,team,site,o_team,line,total
20210203,Clippers,away,Cavaliers,-9,219
20210203,Hawks,home,Mavericks,2,224.5
20210203,Mavericks,away,Hawks,-2,224.5
20210203,Heat,home,Wizards,-8,227.5
20210203,Wizards,away,Heat,8,227.5
20210203,Hornets,home,Seventysixers,7.5,225
20210203,Seventysixers,away,Hornets,-7.5,225
20210203,Kings,home,Celtics,0,226.5
20210203,Celtics,away,Kings,0,226.5
20210203,Pelicans,home,Suns,2,223.5
20210203,Suns,away,Pelicans,-2,223.5
20210203,Spurs,home,Timberwolves,-7.5,223.5
20210203,Timberwolves,away,Spurs,7.5,223.5
20210203,Thunder,home,Rockets,5,221.5
20210203,Rockets,away,Thunder,-5,221.5
20210204,Grizzlies,home,Rockets,-1.5,223.5
20210204,Rockets,away,Grizzlies,1.5,223.5
20210204,Hawks,home,Jazz,8.5,221
20210204,Jazz,away,Hawks,-8.5,221
20210204,Lakers,home,Nuggets,-5.5,217
20210204,Nuggets,away,Lakers,5.5,217
20210204,Mavericks,home,Warriors,-2.5,230
20210204,Warriors,away,Mavericks,2.5,230
20210204,Seventysixers,home,Trailblazers,-8.5,227
20210204,Trailblazers,away,Seventysixers,8.5,227
20210205,Cavaliers,home,Bucks,10.5,227.5
20210205,Bucks,away,Cavaliers,-10.5,227.5
20210205,Clippers,home,Celtics,-5,221
20210205,Celtics,away,Clippers,5,221
20210205,Heat,home,Wizards,-7,228.5
20210205,Wizards,away,Heat,7,228.5
20210205,Hornets,home,Jazz,8.5,225
20210205,Jazz,away,Hornets,-8.5,225
20210205,Magic,home,Bulls,2,224.5
20210205,Bulls,away,Magic,-2,224.5
20210205,Nets,home,Raptors,-4.5,239.5
20210205,Raptors,away,Nets,4.5,239.5
20210205,Pacers,home,Pelicans,-1,227
20210205,Pelicans,away,Pacers,1,227
20210205,Suns,home,Pistons,-8.5,212.5
20210205,Pistons,away,Suns,8.5,212.5
20210205,Thunder,home,Timberwolves,1.5,219
20210205,Timberwolves,away,Thunder,-1.5,219
20210206,Cavaliers,home,Bucks,10.5,227
20210206,Bucks,away,Cavaliers,-10.5,227
20210206,Hawks,home,Raptors,1,223.5
20210206,Raptors,away,Hawks,-1,223.5
20210206,Kings,home,Nuggets,2,229.5
20210206,Nuggets,away,Kings,-2,229.5
20210206,Knicks,home,Trailblazers,0,215.5
20210206,Trailblazers,away,Knicks,0,215.5
20210206,Lakers,home,Pistons,-13,217.5
20210206,Pistons,away,Lakers,13,217.5
20210206,Magic,home,Bulls,2.5,224.5
20210206,Bulls,away,Magic,-2.5,224.5
20210206,Mavericks,home,Warriors,-4,232.5
20210206,Warriors,away,Mavericks,4,232.5
20210206,Pelicans,home,Grizzlies,-1.5,226.5
20210206,Grizzlies,away,Pelicans,1.5,226.5
20210206,Rockets,home,Spurs,0,223
20210206,Spurs,away,Rockets,0,223
20210206,Seventysixers,home,Nets,-4.5,233.5
20210206,Nets,away,Seventysixers,4.5,233.5
20210206,Thunder,home,Timberwolves,-1.5,220
20210206,Timberwolves,away,Thunder,1.5,220
20210207,Clippers,home,Kings,-8,228
20210207,Kings,away,Clippers,8,228
20210207,Knicks,home,Heat,5.5,211.5
20210207,Heat,away,Knicks,-5.5,211.5
20210207,Pacers,home,Jazz,5,224.5
20210207,Jazz,away,Pacers,-5,224.5
20210207,Suns,home,Celtics,-3.5,215
20210207,Celtics,away,Suns,3.5,215
20210207,Hornets,home,Wizards,1,235.5
20210207,Wizards,away,Hornets,-1,235.5
20210208,Bulls,home,Wizards,-2.5,236.5
20210208,Wizards,away,Bulls,2.5,236.5
20210208,Grizzlies,home,Raptors,2.5,224.5
20210208,Raptors,away,Grizzlies,-2.5,224.5
20210208,Hornets,home,Rockets,0,219.5
20210208,Rockets,away,Hornets,0,219.5
20210208,Lakers,home,Thunder,-9.5,218.5
20210208,Thunder,away,Lakers,9.5,218.5
20210208,Mavericks,home,Timberwolves,-8.5,228
20210208,Timberwolves,away,Mavericks,8.5,228
20210208,Nuggets,home,Bucks,4.5,233.5
20210208,Bucks,away,Nuggets,-4.5,233.5
20210208,Spurs,home,Warriors,-1.5,232.5
20210208,Warriors,away,Spurs,1.5,232.5
20210208,Suns,home,Cavaliers,-6.5,216.5
20210208,Cavaliers,away,Suns,6.5,216.5
20210209,Heat,home,Knicks,-6,207
20210209,Knicks,away,Heat,6,207
20210209,Jazz,home,Celtics,-6,222
20210209,Celtics,away,Jazz,6,222
20210209,Kings,home,Seventysixers,5,230.5
20210209,Seventysixers,away,Kings,-5,230.5
20210209,Pelicans,home,Rockets,-6.5,226.5
20210209,Rockets,away,Pelicans,6.5,226.5
20210209,Pistons,home,Nets,6,232.5
20210209,Nets,away,Pistons,-6,232.5
20210209,Spurs,home,Warriors,1.5,230.5
20210209,Warriors,away,Spurs,-1.5,230.5
20210209,Trailblazers,home,Magic,-6,219.5
20210209,Magic,away,Trailblazers,6,219.5
20210210,Bulls,home,Pelicans,2.5,231
20210210,Pelicans,away,Bulls,-2.5,231
20210210,Grizzlies,home,Hornets,-4,226
20210210,Hornets,away,Grizzlies,4,226
20210210,Lakers,home,Thunder,-11,218.5
20210210,Thunder,away,Lakers,11,218.5
20210210,Mavericks,home,Hawks,-3.5,233.5
20210210,Hawks,away,Mavericks,3.5,233.5
20210210,Nets,home,Pacers,-2.5,234
20210210,Pacers,away,Nets,2.5,234
20210210,Nuggets,home,Cavaliers,-9.5,224
20210210,Cavaliers,away,Nuggets,9.5,224
20210210,Suns,home,Bucks,4,226.5
20210210,Bucks,away,Suns,-4,226.5
20210210,Timberwolves,home,Clippers,8.5,225
20210210,Clippers,away,Timberwolves,-8.5,225
20210210,Wizards,home,Raptors,5.5,235
20210210,Raptors,away,Wizards,-5.5,235
20210211,Pistons,home,Pacers,4,215
20210211,Pacers,away,Pistons,-4,215
20210211,Rockets,home,Heat,2.5,215
20210211,Heat,away,Rockets,-2.5,215
20210211,Trailblazers,home,Seventysixers,5.5,229.5
20210211,Seventysixers,away,Trailblazers,-5.5,229.5
20210211,Warriors,home,Magic,-7.5,221.5
20210211,Magic,away,Warriors,7.5,221.5
20210211,Celtics,home,Raptors,-3.5,222.5
20210211,Raptors,away,Celtics,3.5,222.5
20210212,Bulls,home,Clippers,7.5,228.5
20210212,Clippers,away,Bulls,-7.5,228.5
20210212,Hawks,home,Spurs,-1.5,228
20210212,Spurs,away,Hawks,1.5,228
20210212,Hornets,home,Timberwolves,-4,230
20210212,Timberwolves,away,Hornets,4,230
20210212,Jazz,home,Bucks,-2.5,234.5
20210212,Bucks,away,Jazz,2.5,234.5
20210212,Kings,home,Magic,-6.5,223.5
20210212,Magic,away,Kings,6.5,223.5
20210212,Lakers,home,Grizzlies,-8.5,220
20210212,Grizzlies,away,Lakers,8.5,220
20210212,Mavericks,home,Pelicans,-3,233.5
20210212,Pelicans,away,Mavericks,3,233.5
20210212,Nuggets,home,Thunder,-11,221.5
20210212,Thunder,away,Nuggets,11,221.5
20210212,Trailblazers,home,Cavaliers,-4.5,222.5
20210212,Cavaliers,away,Trailblazers,4.5,222.5
20210212,Wizards,home,Knicks,3,218
20210212,Knicks,away,Wizards,-3,218
20210212,Celtics,home,Pistons,-7.5,210.5
20210212,Pistons,away,Celtics,7.5,210.5
20210213,Hawks,home,Pacers,1.5,225
20210213,Pacers,away,Hawks,-1.5,225
20210213,Jazz,home,Heat,-7,215
20210213,Heat,away,Jazz,7,215
20210213,Knicks,home,Rockets,0,213
20210213,Rockets,away,Knicks,0,213
20210213,Suns,home,Seventysixers,-1.5,226
20210213,Seventysixers,away,Suns,1.5,226
20210213,Warriors,home,Nets,4,246
20210213,Nets,away,Warriors,-4,246
20210214,Clippers,home,Cavaliers,-11.5,222
20210214,Cavaliers,away,Clippers,11.5,222
20210214,Hornets,home,Spurs,4,230
20210214,Spurs,away,Hornets,-4,230
20210214,Mavericks,home,Trailblazers,-4.5,236
20210214,Trailblazers,away,Mavericks,4.5,236
20210214,Nuggets,home,Lakers,2,217
20210214,Lakers,away,Nuggets,-2,217
20210214,Raptors,home,Timberwolves,-7.5,229
20210214,Timberwolves,away,Raptors,7.5,229
20210214,Suns,home,Magic,-11.5,212
20210214,Magic,away,Suns,11.5,212
20210214,Thunder,home,Bucks,10,226
20210214,Bucks,away,Thunder,-10,226
20210214,Kings,home,Grizzlies,1.5,229.5
20210214,Grizzlies,away,Kings,-1.5,229.5
20210214,Pistons,home,Pelicans,4,222.5
20210214,Pelicans,away,Pistons,-4,222.5
20210214,Wizards,home,Celtics,5.5,229.5
20210214,Celtics,away,Wizards,-5.5,229.5
20210215,Clippers,home,Heat,-3.5,220.5
20210215,Heat,away,Clippers,3.5,220.5
20210215,Jazz,home,Seventysixers,-8.5,227.5
20210215,Seventysixers,away,Jazz,8.5,227.5
20210215,Kings,home,Nets,5.5,243
20210215,Nets,away,Kings,-5.5,243
20210215,Knicks,home,Hawks,1,219
20210215,Hawks,away,Knicks,-1,219
20210215,Pacers,home,Bulls,-4.5,225
20210215,Bulls,away,Pacers,4.5,225
20210215,Warriors,home,Cavaliers,-11,226.5
20210215,Cavaliers,away,Warriors,11,226.5
20210215,Wizards,home,Rockets,-1.5,232.5
20210215,Rockets,away,Wizards,1.5,232.5
20210216,Bucks,home,Raptors,-5.5,236
20210216,Raptors,away,Bucks,5.5,236
20210216,Celtics,home,Nuggets,-3.5,220.5
20210216,Nuggets,away,Celtics,3.5,220.5
20210216,Grizzlies,home,Pelicans,1.5,232
20210216,Pelicans,away,Grizzlies,-1.5,232
20210216,Suns,home,Nets,-4,230
20210216,Nets,away,Suns,4,230
20210216,Thunder,home,Trailblazers,7.5,225
20210216,Trailblazers,away,Thunder,-7.5,225
20210216,Timberwolves,home,Lakers,8,223
20210216,Lakers,away,Timberwolves,-8,223
20210217,Celtics,home,Hawks,-2,224.5
20210217,Hawks,away,Celtics,2,224.5
20210217,Clippers,home,Jazz,7,226
20210217,Jazz,away,Clippers,-7,226
20210217,Magic,home,Knicks,3.5,209.5
20210217,Knicks,away,Magic,-3.5,209.5
20210217,Pelicans,home,Trailblazers,-3,237
20210217,Trailblazers,away,Pelicans,3,237
20210217,Seventysixers,home,Rockets,-8,227.5
20210217,Rockets,away,Seventysixers,8,227.5
20210217,Timberwolves,home,Pacers,5.5,227.5
20210217,Pacers,away,Timberwolves,-5.5,227.5
20210217,Warriors,home,Heat,-1.5,224
20210217,Heat,away,Warriors,1.5,224
20210217,Wizards,home,Nuggets,3.5,235
20210217,Nuggets,away,Wizards,-3.5,235
20210217,Bulls,home,Pistons,-3,219.5
20210217,Pistons,away,Bulls,3,219.5
20210217,Grizzlies,home,Thunder,-7,225
20210217,Thunder,away,Grizzlies,7,225
20210218,Bucks,home,Raptors,-6,233.5
20210218,Raptors,away,Bucks,6,233.5
20210218,Kings,home,Heat,0,227
20210218,Heat,away,Kings,0,227
20210218,Lakers,home,Nets,-2.5,231
20210218,Nets,away,Lakers,2.5,231
20210219,Bucks,home,Thunder,-11,231.5
20210219,Thunder,away,Bucks,11,231.5
20210219,Celtics,home,Hawks,-4.5,227.5
20210219,Hawks,away,Celtics,4.5,227.5
20210219,Clippers,home,Jazz,0,224.5
20210219,Jazz,away,Clippers,0,224.5
20210219,Grizzlies,home,Pistons,-6,220.5
20210219,Pistons,away,Grizzlies,6,220.5
20210219,Magic,home,Warriors,4,225.5
20210219,Warriors,away,Magic,-4,225.5
20210219,Pelicans,home,Suns,3.5,231
20210219,Suns,away,Pelicans,-3.5,231
20210219,Seventysixers,home,Bulls,-7.5,227.5
20210219,Bulls,away,Seventysixers,7.5,227.5
20210219,Timberwolves,home,Raptors,3.5,225.5
20210219,Raptors,away,Timberwolves,-3.5,225.5
20210219,Cavaliers,home,Nuggets,9.5,223
20210219,Nuggets,away,Cavaliers,-9.5,223
20210220,Bulls,home,Kings,1,235.5
20210220,Kings,away,Bulls,-1,235.5
20210220,Grizzlies,home,Suns,6.5,225
20210220,Suns,away,Grizzlies,-6.5,225
20210220,Hornets,home,Warriors,1,230.5
20210220,Warriors,away,Hornets,-1,230.5
20210220,Lakers,home,Heat,-3,208
20210220,Heat,away,Lakers,3,208
20210220,Trailblazers,home,Wizards,-3.5,242
20210220,Wizards,away,Trailblazers,3.5,242
20210221,Bucks,home,Kings,-11,238.5
20210221,Kings,away,Bucks,11,238.5
20210221,Cavaliers,home,Thunder,3,219
20210221,Thunder,away,Cavaliers,-3,219
20210221,Clippers,home,Nets,-5.5,235.5
20210221,Nets,away,Clippers,5.5,235.5
20210221,Hawks,home,Nuggets,2.5,232.5
20210221,Nuggets,away,Hawks,-2.5,232.5
20210221,Knicks,home,Timberwolves,-3.5,216
20210221,Timberwolves,away,Knicks,3.5,216
20210221,Magic,home,Pistons,-3,209.5
20210221,Pistons,away,Magic,3,209.5
20210221,Pelicans,home,Celtics,2,232.5
20210221,Celtics,away,Pelicans,-2,232.5
20210221,Raptors,home,Seventysixers,2,222.5
20210221,Seventysixers,away,Raptors,-2,222.5
20210222,Jazz,home,Hornets,-12.5,230
20210222,Hornets,away,Jazz,12.5,230
20210222,Lakers,home,Wizards,-6.5,229
20210222,Wizards,away,Lakers,6.5,229
20210222,Mavericks,home,Grizzlies,-5,229.5
20210222,Grizzlies,away,Mavericks,5,229.5
20210222,Rockets,home,Bulls,1,226.5
20210222,Bulls,away,Rockets,-1,226.5
20210222,Suns,home,Trailblazers,-6.5,230
20210222,Trailblazers,away,Suns,6.5,230
20210222,Thunder,home,Heat,7.5,212.5
20210222,Heat,away,Thunder,-7.5,212.5
20210223,Bucks,home,Timberwolves,-11.5,231.5
20210223,Timberwolves,away,Bucks,11.5,231.5
20210223,Cavaliers,home,Hawks,7,226.5
20210223,Hawks,away,Cavaliers,-7,226.5
20210223,Clippers,home,Wizards,-12,236.5
20210223,Wizards,away,Clippers,12,236.5
20210223,Knicks,home,Warriors,4,220.5
20210223,Warriors,away,Knicks,-4,220.5
20210223,Magic,home,Pistons,-2.5,208.5
20210223,Pistons,away,Magic,2.5,208.5
20210223,Mavericks,home,Celtics,1,224
20210223,Celtics,away,Mavericks,-1,224
20210223,Nets,home,Kings,-7.5,242
20210223,Kings,away,Nets,7.5,242
20210223,Nuggets,home,Trailblazers,-6,230.5
20210223,Trailblazers,away,Nuggets,6,230.5
20210223,Raptors,home,Seventysixers,3,221.5
20210223,Seventysixers,away,Raptors,-3,221.5
20210224,Bulls,home,Timberwolves,-4.5,229
20210224,Timberwolves,away,Bulls,4.5,229
20210224,Cavaliers,home,Rockets,2.5,215.5
20210224,Rockets,away,Cavaliers,-2.5,215.5
20210224,Hawks,home,Celtics,1.5,227
20210224,Celtics,away,Hawks,-1.5,227
20210224,Heat,home,Raptors,-1.5,215.5
20210224,Raptors,away,Heat,1.5,215.5
20210224,Jazz,home,Lakers,-9,218.5
20210224,Lakers,away,Jazz,9,218.5
20210224,Pacers,home,Warriors,0,228.5
20210224,Warriors,away,Pacers,0,228.5
20210224,Pelicans,home,Pistons,-10,223
20210224,Pistons,away,Pelicans,10,223
20210224,Suns,home,Hornets,-9.5,225.5
20210224,Hornets,away,Suns,9.5,225.5
20210224,Thunder,home,Spurs,-1,216.5
20210224,Spurs,away,Thunder,1,216.5
20210225,Bucks,home,Pelicans,-8,243
20210225,Pelicans,away,Bucks,8,243
20210225,Grizzlies,home,Clippers,7.5,225.5
20210225,Clippers,away,Grizzlies,-7.5,225.5
20210225,Knicks,home,Kings,-2,224.5
20210225,Kings,away,Knicks,2,224.5
20210225,Nets,home,Magic,-8.5,227.5
20210225,Magic,away,Nets,8.5,227.5
20210225,Nuggets,home,Wizards,-7,237
20210225,Wizards,away,Nuggets,7,237
20210225,Seventysixers,home,Mavericks,-5.5,226.5
20210225,Mavericks,away,Seventysixers,5.5,226.5
20210226,Bulls,home,Suns,7,225.5
20210226,Suns,away,Bulls,-7,225.5
20210226,Celtics,home,Pacers,-3,219.5
20210226,Pacers,away,Celtics,3,219.5
20210226,Grizzlies,home,Clippers,7.5,223
20210226,Clippers,away,Grizzlies,-7.5,223
20210226,Heat,home,Jazz,6,220
20210226,Jazz,away,Heat,-6,220
20210226,Lakers,home,Trailblazers,-5.5,221
20210226,Trailblazers,away,Lakers,5.5,221
20210226,Pistons,home,Kings,2,224
20210226,Kings,away,Pistons,-2,224
20210226,Raptors,home,Rockets,-8.5,221
20210226,Rockets,away,Raptors,8.5,221
20210226,Thunder,home,Hawks,3,227
20210226,Hawks,away,Thunder,-3,227
20210226,Warriors,home,Hornets,-6.5,233.5
20210226,Hornets,away,Warriors,6.5,233.5
20210227,Knicks,home,Pacers,0,218
20210227,Pacers,away,Knicks,0,218
20210227,Magic,home,Jazz,10.5,221.5
20210227,Jazz,away,Magic,-10.5,221.5
20210227,Nets,home,Mavericks,1,233
20210227,Mavericks,away,Nets,-1,233
20210227,Seventysixers,home,Cavaliers,-10.5,221.5
20210227,Cavaliers,away,Seventysixers,10.5,221.5
20210227,Spurs,home,Pelicans,2.5,231
20210227,Pelicans,away,Spurs,-2.5,231
20210227,Thunder,home,Nuggets,7,222.5
20210227,Nuggets,away,Thunder,-7,222.5
20210227,Wizards,home,Timberwolves,-4.5,237.5
20210227,Timberwolves,away,Wizards,4.5,237.5
20210228,Bucks,home,Clippers,-2,232.5
20210228,Clippers,away,Bucks,2,232.5
20210228,Celtics,home,Wizards,-5.5,231
20210228,Wizards,away,Celtics,5.5,231
20210228,Heat,home,Hawks,-6.5,220
20210228,Hawks,away,Heat,6.5,220
20210228,Kings,home,Hornets,-1.5,238.5
20210228,Hornets,away,Kings,1.5,238.5
20210228,Lakers,home,Warriors,-4,221
20210228,Warriors,away,Lakers,4,221
20210228,Pistons,home,Knicks,1,209.5
20210228,Knicks,away,Pistons,-1,209.5
20210228,Rockets,home,Grizzlies,4,221.5
20210228,Grizzlies,away,Rockets,-4,221.5
20210228,Timberwolves,home,Suns,10.5,223.5
20210228,Suns,away,Timberwolves,-10.5,223.5
20210301,Bulls,home,Nuggets,5.5,229.5
20210301,Nuggets,away,Bulls,-5.5,229.5
20210301,Magic,home,Mavericks,6.5,226
20210301,Mavericks,away,Magic,-6.5,226
20210301,Pelicans,home,Jazz,6,237.5
20210301,Jazz,away,Pelicans,-6,237.5
20210301,Rockets,home,Cavaliers,-2,216.5
20210301,Cavaliers,away,Rockets,2,216.5
20210301,Seventysixers,home,Pacers,-5.5,223.5
20210301,Pacers,away,Seventysixers,5.5,223.5
20210301,Spurs,home,Nets,6,235.5
20210301,Nets,away,Spurs,-6,235.5
20210301,Trailblazers,home,Hornets,-8,235
20210301,Hornets,away,Trailblazers,8,235
20210302,Bucks,home,Nuggets,-6.5,234
20210302,Nuggets,away,Bucks,6.5,234
20210302,Celtics,home,Clippers,3.5,222.5
20210302,Clippers,away,Celtics,-3.5,222.5
20210302,Heat,home,Hawks,-2,220.5
20210302,Hawks,away,Heat,2,220.5
20210302,Lakers,home,Suns,-1.5,216.5
20210302,Suns,away,Lakers,1.5,216.5
20210302,Spurs,home,Knicks,-2,212.5
20210302,Knicks,away,Spurs,2,212.5
20210302,Wizards,home,Grizzlies,1,236.5
20210302,Grizzlies,away,Wizards,-1,236.5
20210303,Cavaliers,home,Pacers,6,219
20210303,Pacers,away,Cavaliers,-6,219
20210303,Kings,home,Lakers,-3.5,226
20210303,Lakers,away,Kings,3.5,226
20210303,Magic,home,Hawks,3.5,224.5
20210303,Hawks,away,Magic,-3.5,224.5
20210303,Mavericks,home,Thunder,-6.5,220
20210303,Thunder,away,Mavericks,6.5,220
20210303,Pelicans,home,Bulls,-6,238.5
20210303,Bulls,away,Pelicans,6,238.5
20210303,Rockets,home,Nets,10.5,228
20210303,Nets,away,Rockets,-10.5,228
20210303,Seventysixers,home,Jazz,2.5,231.5
20210303,Jazz,away,Seventysixers,-2.5,231.5
20210303,Timberwolves,home,Hornets,3,234.5
20210303,Hornets,away,Timberwolves,-3,234.5
20210303,Trailblazers,home,Warriors,2,234
20210303,Warriors,away,Trailblazers,-2,234
20210303,Raptors,home,Pistons,-6.5,214.5
20210303,Pistons,away,Raptors,6.5,214.5
20210304,Celtics,home,Raptors,-7.5,220.5
20210304,Raptors,away,Celtics,7.5,220.5
20210304,Grizzlies,home,Bucks,6,234
20210304,Bucks,away,Grizzlies,-6,234
20210304,Pacers,home,Nuggets,5,225.5
20210304,Nuggets,away,Pacers,-5,225.5
20210304,Pelicans,home,Heat,2,224.5
20210304,Heat,away,Pelicans,-2,224.5
20210304,Spurs,home,Thunder,-5.5,218.5
20210304,Thunder,away,Spurs,5.5,218.5
20210304,Trailblazers,home,Kings,-4.5,238.5
20210304,Kings,away,Trailblazers,4.5,238.5
20210304,Wizards,home,Clippers,5,235.5
20210304,Clippers,away,Wizards,-5,235.5
20210304,Knicks,home,Pistons,-7,210.5
20210304,Pistons,away,Knicks,7,210.5
20210304,Suns,home,Warriors,-13,221
20210304,Warriors,away,Suns,13,221
20210310,Grizzlies,home,Wizards,-3.5,237
20210310,Wizards,away,Grizzlies,3.5,237
20210310,Mavericks,home,Spurs,-5.5,220
20210310,Spurs,away,Mavericks,5.5,220
20210311,Bucks,home,Knicks,-11,223.5
20210311,Knicks,away,Bucks,11,223.5
20210311,Bulls,home,Seventysixers,-2.5,228.5
20210311,Seventysixers,away,Bulls,2.5,228.5
20210311,Clippers,home,Warriors,-7.5,231
20210311,Warriors,away,Clippers,7.5,231
20210311,Heat,home,Magic,-8,213.5
20210311,Magic,away,Heat,8,213.5
20210311,Hornets,home,Pistons,-4.5,222
20210311,Pistons,away,Hornets,4.5,222
20210311,Kings,home,Rockets,-5.5,231
20210311,Rockets,away,Kings,5.5,231
20210311,Nets,home,Celtics,-3.5,232
20210311,Celtics,away,Nets,3.5,232
20210311,Pelicans,home,Timberwolves,-8,240
20210311,Timberwolves,away,Pelicans,8,240
20210311,Raptors,home,Hawks,2,226
20210311,Hawks,away,Raptors,-2,226
20210311,Thunder,home,Mavericks,1.5,220
20210311,Mavericks,away,Thunder,-1.5,220
20210311,Trailblazers,home,Suns,4.5,227
20210311,Suns,away,Trailblazers,-4.5,227
20210312,Bulls,home,Heat,2.5,219.5
20210312,Heat,away,Bulls,-2.5,219.5
20210312,Grizzlies,home,Nuggets,3,227
20210312,Nuggets,away,Grizzlies,-3,227
20210312,Jazz,home,Rockets,-16,226.5
20210312,Rockets,away,Jazz,16,226.5
20210312,Lakers,home,Pacers,-4.5,216.5
20210312,Pacers,away,Lakers,4.5,216.5
20210312,Pelicans,home,Cavaliers,-8,226
20210312,Cavaliers,away,Pelicans,8,226
20210312,Spurs,home,Magic,-7.5,214
20210312,Magic,away,Spurs,7.5,214
20210312,Wizards,home,Seventysixers,5,233.5
20210312,Seventysixers,away,Wizards,-5,233.5
20210313,Hawks,home,Kings,-4,238
20210313,Kings,away,Hawks,4,238
20210313,Hornets,home,Raptors,-2.5,229
20210313,Raptors,away,Hornets,2.5,229
20210313,Nets,home,Pistons,-11,226
20210313,Pistons,away,Nets,11,226
20210313,Nuggets,home,Mavericks,2,225
20210313,Mavericks,away,Nuggets,-2,225
20210313,Suns,home,Pacers,-6,224
20210313,Pacers,away,Suns,6,224
20210313,Thunder,home,Knicks,5.5,214
20210313,Knicks,away,Thunder,-5.5,214
20210313,Timberwolves,home,Trailblazers,4.5,234.5
20210313,Trailblazers,away,Timberwolves,-4.5,234.5
20210313,Wizards,home,Bucks,10.5,241
20210313,Bucks,away,Wizards,-10.5,241
20210314,Bulls,home,Raptors,-3.5,229.5
20210314,Raptors,away,Bulls,3.5,229.5
20210314,Hawks,home,Cavaliers,-6.5,221.5
20210314,Cavaliers,away,Hawks,6.5,221.5
20210314,Magic,home,Heat,6.5,207
20210314,Heat,away,Magic,-6.5,207
20210314,Pelicans,home,Clippers,5.5,236.5
20210314,Clippers,away,Pelicans,-5.5,236.5
20210314,Rockets,home,Celtics,11,224
20210314,Celtics,away,Rockets,-11,224
20210314,Seventysixers,home,Spurs,-5,225
20210314,Spurs,away,Seventysixers,5,225
20210314,Thunder,home,Grizzlies,5.5,220.5
20210314,Grizzlies,away,Thunder,-5.5,220.5
20210314,Timberwolves,home,Trailblazers,5,233.5
20210314,Trailblazers,away,Timberwolves,-5,233.5
20210314,Warriors,home,Jazz,6.5,233.5
20210314,Jazz,away,Warriors,-6.5,233.5
20210315,Hornets,home,Kings,-3.5,239
20210315,Kings,away,Hornets,3.5,239
20210315,Mavericks,home,Clippers,2,227.5
20210315,Clippers,away,Mavericks,-2,227.5
20210315,Nets,home,Knicks,-7.5,225
20210315,Knicks,away,Nets,7.5,225
20210315,Nuggets,home,Pacers,-5,226.5
20210315,Pacers,away,Nuggets,5,226.5
20210315,Pistons,home,Spurs,3,211.5
20210315,Spurs,away,Pistons,-3,211.5
20210315,Suns,home,Grizzlies,-7.5,227
20210315,Grizzlies,away,Suns,7.5,227
20210315,Warriors,home,Lakers,3,224.5
20210315,Lakers,away,Warriors,-3,224.5
20210315,Wizards,home,Bucks,9.5,242
20210315,Bucks,away,Wizards,-9.5,242
20210316,Bulls,home,Thunder,-7.5,225
20210316,Thunder,away,Bulls,7.5,225
20210316,Celtics,home,Jazz,4.5,227.5
20210316,Jazz,away,Celtics,-4.5,227.5
20210316,Heat,home,Cavaliers,-11,210
20210316,Cavaliers,away,Heat,11,210
20210316,Lakers,home,Timberwolves,-9,225
20210316,Timberwolves,away,Lakers,9,225
20210316,Rockets,home,Hawks,10,226
20210316,Hawks,away,Rockets,-10,226
20210316,Seventysixers,home,Knicks,-7,218
20210316,Knicks,away,Seventysixers,7,218
20210316,Trailblazers,home,Pelicans,-1.5,240
20210316,Pelicans,away,Trailblazers,1.5,240
20210317,Bulls,home,Spurs,-1.5,222
20210317,Spurs,away,Bulls,1.5,222
20210317,Cavaliers,home,Celtics,7.5,218.5
20210317,Celtics,away,Cavaliers,-7.5,218.5
20210317,Grizzlies,home,Heat,-2,218.5
20210317,Heat,away,Grizzlies,2,218.5
20210317,Mavericks,home,Clippers,2,225
20210317,Clippers,away,Mavericks,-2,225
20210317,Nuggets,home,Hornets,-6.5,230.5
20210317,Hornets,away,Nuggets,6.5,230.5
20210317,Pacers,home,Nets,3,234
20210317,Nets,away,Pacers,-3,234
20210317,Pistons,home,Raptors,2.5,220.5
20210317,Raptors,away,Pistons,-2.5,220.5
20210317,Rockets,home,Warriors,12.5,227
20210317,Warriors,away,Rockets,-12.5,227
20210317,Seventysixers,home,Bucks,5.5,234.5
20210317,Bucks,away,Seventysixers,-5.5,234.5
20210317,Wizards,home,Kings,-1,245
20210317,Kings,away,Wizards,1,245
20210318,Hawks,home,Thunder,-8.5,224.5
20210318,Thunder,away,Hawks,8.5,224.5
20210318,Knicks,home,Magic,-5,206.5
20210318,Magic,away,Knicks,5,206.5
20210318,Lakers,home,Hornets,-8,224.5
20210318,Hornets,away,Lakers,8,224.5
20210318,Suns,home,Timberwolves,-10.5,232.5
20210318,Timberwolves,away,Suns,10.5,232.5
20210318,Trailblazers,home,Pelicans,-1.5,239.5
20210318,Pelicans,away,Trailblazers,1.5,239.5
20210318,Wizards,home,Jazz,9.5,240
20210318,Jazz,away,Wizards,-9.5,240
20210319,Cavaliers,home,Spurs,5.5,217.5
20210319,Spurs,away,Cavaliers,-5.5,217.5
20210319,Celtics,home,Kings,-7,232
20210319,Kings,away,Celtics,7,232
20210319,Grizzlies,home,Warriors,-6.5,220.5
20210319,Warriors,away,Grizzlies,6.5,220.5
20210319,Heat,home,Pacers,-4,216.5
20210319,Pacers,away,Heat,4,216.5
20210319,Magic,home,Nets,8.5,224.5
20210319,Nets,away,Magic,-8.5,224.5
20210319,Nuggets,home,Bulls,-6.5,229
20210319,Bulls,away,Nuggets,6.5,229
20210319,Raptors,home,Jazz,4,229
